id,report_id,account_name,balance_start,income_amount,expense_amount,balance_current,account_type,level,currency,is_total_row,created_at,subconto,parent_id,account_id,parent_account_id
4b07ea1b-e573-4872-a1cc-db14c8d0ab06,94cac01d-7177-4e16-a30c-7ab6aeb4f109,Альфа-банк,0.00,0.00,9198.91,0.00,bank,3,RUB,false,2025-07-23 17:32:42.04223+00,3.6.7.Канцелярскиерасходы,a6e59943-5223-4814-8fa7-79b0d1510dc2,e6f83c2f-e3d5-11ef-967e-2c6dc1e036d0,852128c8-d0cb-11ef-967e-2c6dc1e036d0
e062d00c-0946-4a10-b259-9c60ad4cc669,94cac01d-7177-4e16-a30c-7ab6aeb4f109,Альфа-банк,0.00,0.00,37557.00,0.00,bank,3,RUB,false,2025-07-23 17:32:42.04223+00,"3.7.1.Мебель,бытоваятехника,хоз.инвентарь",a6e59943-5223-4814-8fa7-79b0d1510dc2,e6f83c2e-e3d5-11ef-967e-2c6dc1e036d0,852128c8-d0cb-11ef-967e-2c6dc1e036d0
336cfabe-9ce8-4f79-b369-19ea9cfa6088,94cac01d-7177-4e16-a30c-7ab6aeb4f109,ОТПБанк,4149.92,0.00,0.00,4149.92,bank,2,RUB,false,2025-07-23 17:32:42.04223+00,,88dc070f-76d9-4d89-b97f-c1fcabf39c4a,ed4579a8-0e60-11f0-967e-2c6dc1e036d0,fb8866db-d698-4532-95b8-4a87a2304414
9e0cc812-d717-4ed7-878b-dd320be01eba,94cac01d-7177-4e16-a30c-7ab6aeb4f109,Сбербанк,10642908.66,883391.67,10500.00,11515800.33,bank,2,RUB,false,2025-07-23 17:32:42.04223+00,,88dc070f-76d9-4d89-b97f-c1fcabf39c4a,852128bf-d0cb-11ef-967e-2c6dc1e036d0,fb8866db-d698-4532-95b8-4a87a2304414
03215b30-c7d1-40cd-a667-61bbc1fe5a2b,94cac01d-7177-4e16-a30c-7ab6aeb4f109,Альфа-банк,0.00,681300.36,0.00,0.00,bank,3,RUB,false,2025-07-23 17:32:42.04223+00,1.1.Поступленияпоосновнойдеятельности,9e0cc812-d717-4ed7-878b-dd320be01eba,e6f83c52-e3d5-11ef-967e-2c6dc1e036d0,852128c8-d0cb-11ef-967e-2c6dc1e036d0
b7ce63de-71c3-4034-98c7-b034ed1b736b,94cac01d-7177-4e16-a30c-7ab6aeb4f109,Сбербанк,0.00,883391.67,0.00,0.00,bank,3,RUB,false,2025-07-23 17:32:42.04223+00,1.1.Поступленияпоосновнойдеятельности,9e0cc812-d717-4ed7-878b-dd320be01eba,e6f83c52-e3d5-11ef-967e-2c6dc1e036d0,852128bf-d0cb-11ef-967e-2c6dc1e036d0
b210139b-1007-4cf3-a894-164468c3b417,94cac01d-7177-4e16-a30c-7ab6aeb4f109,,0.00,392.00,0.00,0.00,total,3,RUB,false,2025-07-23 17:32:42.04223+00,1.1.Поступленияпоосновнойдеятельности,9e0cc812-d717-4ed7-878b-dd320be01eba,e6f83c52-e3d5-11ef-967e-2c6dc1e036d0,
7eea378c-67a9-4fb3-bb4d-d72624942fa9,94cac01d-7177-4e16-a30c-7ab6aeb4f109,Альфа-банк,0.00,0.00,11400.00,0.00,bank,3,RUB,false,2025-07-23 17:32:42.04223+00,3.4.11.Командировочныерасходы,9e0cc812-d717-4ed7-878b-dd320be01eba,e6f83c3d-e3d5-11ef-967e-2c6dc1e036d0,852128c8-d0cb-11ef-967e-2c6dc1e036d0
b5f71fde-f65f-4bfb-821a-16926a1f98ee,94cac01d-7177-4e16-a30c-7ab6aeb4f109,Сбербанк,0.00,0.00,10500.00,0.00,bank,3,RUB,false,2025-07-23 17:32:42.04223+00,3.4.11.Командировочныерасходы,9e0cc812-d717-4ed7-878b-dd320be01eba,e6f83c3d-e3d5-11ef-967e-2c6dc1e036d0,852128bf-d0cb-11ef-967e-2c6dc1e036d0
6f010a72-3404-4e95-b860-289f703857ee,94cac01d-7177-4e16-a30c-7ab6aeb4f109,СбербанкСпецсчет,750622.77,0.00,0.00,750622.77,bank,2,RUB,false,2025-07-23 17:32:42.04223+00,,88dc070f-76d9-4d89-b97f-c1fcabf39c4a,852128c0-d0cb-11ef-967e-2c6dc1e036d0,fb8866db-d698-4532-95b8-4a87a2304414
9933a120-bae7-4123-8380-ee993240fb6e,94cac01d-7177-4e16-a30c-7ab6aeb4f109,ЮникредитБанк,40949.65,0.00,7225.00,33724.65,bank,2,RUB,false,2025-07-23 17:32:42.04223+00,,88dc070f-76d9-4d89-b97f-c1fcabf39c4a,852128c1-d0cb-11ef-967e-2c6dc1e036d0,fb8866db-d698-4532-95b8-4a87a2304414
7abdafa9-8ad8-4c99-a9f1-df91442b00b4,94cac01d-7177-4e16-a30c-7ab6aeb4f109,Альфа-банк,0.00,0.00,1551.72,0.00,bank,3,RUB,false,2025-07-23 17:32:42.04223+00,3.10.1.Расчетно-кассовоеобслуживание,9933a120-bae7-4123-8380-ee993240fb6e,495fafa8-d68b-11ef-967e-2c6dc1e036d0,852128c8-d0cb-11ef-967e-2c6dc1e036d0
0f782278-ddf9-469c-8c3a-c4bca98099c9,94cac01d-7177-4e16-a30c-7ab6aeb4f109,ЮникредитБанк,0.00,0.00,25.00,0.00,bank,3,RUB,false,2025-07-23 17:32:42.04223+00,3.10.1.Расчетно-кассовоеобслуживание,9933a120-bae7-4123-8380-ee993240fb6e,495fafa8-d68b-11ef-967e-2c6dc1e036d0,852128c1-d0cb-11ef-967e-2c6dc1e036d0
61920b31-8222-49e9-9cb9-59d72158c5e3,94cac01d-7177-4e16-a30c-7ab6aeb4f109,ЮникредитБанк,0.00,0.00,7200.00,0.00,bank,3,RUB,false,2025-07-23 17:32:42.04223+00,3.5.4.Наружноеивнутреннееоформлениепомещений,9933a120-bae7-4123-8380-ee993240fb6e,6eaec8b4-f279-11ef-967e-2c6dc1e036d0,852128c1-d0cb-11ef-967e-2c6dc1e036d0
f33cbdc4-45f9-4c9a-8a27-046b27c4ad9f,94cac01d-7177-4e16-a30c-7ab6aeb4f109,,159693.01,42392.00,42000.00,160085.01,total,2,RUB,false,2025-07-23 17:32:42.04223+00,,88dc070f-76d9-4d89-b97f-c1fcabf39c4a,b0f0ecc9-8d25-4020-8c6a-9963d7265c27,fb8866db-d698-4532-95b8-4a87a2304414
6c141ed5-78eb-4147-88da-5def9501caac,94cac01d-7177-4e16-a30c-7ab6aeb4f109,Упр,363130.00,0.00,0.00,363130.00,bank,2,RUB,false,2025-07-23 17:32:42.04223+00,,88dc070f-76d9-4d89-b97f-c1fcabf39c4a,d4e60381-b112-4fad-917b-4bcca8ed3738,fb8866db-d698-4532-95b8-4a87a2304414
b6f7f850-e086-4f81-8bbc-6365f4ed8190,9641f233-e02b-455a-b7ff-9abe23a90bfe,,174944.26,0.00,32946.30,141997.96,total,1,RUB,false,2025-07-23 17:32:41.853064+00,,,b88862cf-4a1d-11ed-9680-14857fc22c97,
6de4ac03-3e8b-4331-b9dc-73ef220d75db,9641f233-e02b-455a-b7ff-9abe23a90bfe,НБД,0.00,0.00,35.00,0.00,bank,3,RUB,false,2025-07-23 17:32:41.853064+00,3.10.1.Расчетно-кассовоеобслуживание,44e8070a-fb60-4d8d-80ac-504672dc3347,495fafa8-d68b-11ef-967e-2c6dc1e036d0,e0af7d23-d0c8-11ef-967e-2c6dc1e036d0
562fef5c-b10e-46ea-b43e-6356376b7341,9641f233-e02b-455a-b7ff-9abe23a90bfe,НБД,0.00,423039.35,0.00,0.00,bank,3,RUB,false,2025-07-23 17:32:41.853064+00,1.3.ПоступлениязаарендуикомпенсацияЖКУ,44e8070a-fb60-4d8d-80ac-504672dc3347,c8b70335-f504-11ef-967e-2c6dc1e036d0,e0af7d23-d0c8-11ef-967e-2c6dc1e036d0
44e8070a-fb60-4d8d-80ac-504672dc3347,9641f233-e02b-455a-b7ff-9abe23a90bfe,НБД,152477.42,423039.35,48607.40,526909.37,bank,2,RUB,false,2025-07-23 17:32:41.853064+00,,a31805ba-4a42-48b8-a2d3-268ea7a9761e,e0af7d23-d0c8-11ef-967e-2c6dc1e036d0,b88862cf-4a1d-11ed-9680-14857fc22c97
31087e61-c58f-4f1d-80d3-2e988db6cc3c,9641f233-e02b-455a-b7ff-9abe23a90bfe,Альфа-банк,5924.12,0.00,0.00,5924.12,bank,2,RUB,false,2025-07-23 17:32:41.853064+00,,a31805ba-4a42-48b8-a2d3-268ea7a9761e,f91d0ece-d689-11ef-967e-2c6dc1e036d0,b88862cf-4a1d-11ed-9680-14857fc22c97
00f6b9e7-06e1-4d0b-8637-b99704cc68d1,9641f233-e02b-455a-b7ff-9abe23a90bfe,НБД,0.00,0.00,3935.00,0.00,bank,3,RUB,false,2025-07-23 17:32:41.853064+00,3.9.1.Налогнадоходыфизическихлиц,44e8070a-fb60-4d8d-80ac-504672dc3347,e6f83c82-e3d5-11ef-967e-2c6dc1e036d0,e0af7d23-d0c8-11ef-967e-2c6dc1e036d0
47c80937-0fcf-4e11-b843-0877ece16753,9641f233-e02b-455a-b7ff-9abe23a90bfe,,211895.00,0.00,0.00,211895.00,total,1,RUB,true,2025-07-23 17:32:41.853064+00,,,b88862cf-4a1d-11ed-9680-14857fc22c97,
77c89197-ad71-4fc7-a53f-a6b5db91e3ce,9641f233-e02b-455a-b7ff-9abe23a90bfe,Сбербанк,193260.66,0.00,0.00,193260.66,bank,2,RUB,false,2025-07-23 17:32:41.853064+00,,a31805ba-4a42-48b8-a2d3-268ea7a9761e,e0af7d20-d0c8-11ef-967e-2c6dc1e036d0,b88862cf-4a1d-11ed-9680-14857fc22c97
3a2300b9-659b-4517-980c-309b22bf8b9a,9641f233-e02b-455a-b7ff-9abe23a90bfe,ЮникредитБанк,12895.59,0.00,0.00,12895.59,bank,2,RUB,false,2025-07-23 17:32:41.853064+00,,a31805ba-4a42-48b8-a2d3-268ea7a9761e,6c221ece-0ed2-11f0-967e-2c6dc1e036d0,b88862cf-4a1d-11ed-9680-14857fc22c97
b37d0d57-84f7-4af4-823b-310ca8d6bb3b,9641f233-e02b-455a-b7ff-9abe23a90bfe,Сбербанккарта,174944.26,0.00,32946.30,141997.96,bank,2,RUB,false,2025-07-23 17:32:41.853064+00,,a31805ba-4a42-48b8-a2d3-268ea7a9761e,14c56383-c97b-11ed-9676-2c6dc1e036d3,b88862cf-4a1d-11ed-9680-14857fc22c97
6de144eb-b6ae-4aac-8e7e-050abb7b4109,9641f233-e02b-455a-b7ff-9abe23a90bfe,Сбербанккарта,0.00,0.00,32946.30,0.00,bank,3,RUB,false,2025-07-23 17:32:41.853064+00,Расходыучредителя-ПРОЧЕЕ,b37d0d57-84f7-4af4-823b-310ca8d6bb3b,ab5fa5ff-1573-11ee-9676-2c6dc1e036d3,14c56383-c97b-11ed-9676-2c6dc1e036d3
fd16dd90-5b92-469f-8e91-f277c2b6e3db,9641f233-e02b-455a-b7ff-9abe23a90bfe,Упр,211895.00,0.00,0.00,211895.00,bank,2,RUB,false,2025-07-23 17:32:41.853064+00,,a31805ba-4a42-48b8-a2d3-268ea7a9761e,48c241fc-6b55-4d01-9239-6de94e56410b,b88862cf-4a1d-11ed-9680-14857fc22c97
